group,topic,title,authors,arxiv_url,code_url,project_url,doi
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",Unified Video Dense Prediction from Disjoint Data,Yihong Sun ⋅ Seoung Wug Oh ⋅ Jiahui Huang ⋅ Bharath Hariharan ⋅ Joon-Young Lee,https://arxiv.org/abs/2607.21592,,https://unid-video.github.io/,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer,Tianchen Deng ⋅ Chen Xun ⋅ Ziming Li ⋅ Hongming Shen ⋅ Shuhao Zhai ⋅ Danwei Wang ⋅ Javier Civera ⋅ Hesheng Wang,https://arxiv.org/abs/2512.21078,https://github.com/dtc111111/UniPR-3D,,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",UniStitch: Unifying Semantic and Geometric Features for Image Stitching,Yuan Mei ⋅ Lang Nie ⋅ Kang Liao ⋅ Yunqiu Xu ⋅ Chunyu Lin ⋅ Bin Xiao,https://arxiv.org/abs/2603.10568,,http://mmelodyy.github.io/projects/unistitch,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",VectorReLoc: Reliable Vectorized SD Map Visual Re-localization with Contrastive Feature Alignment,Ziming Liu ⋅ Quanjie Xiang ⋅ Wang yun ⋅ wang yiting ⋅ chao wen ⋅ Zhuanjian XU ⋅ Leichen Wang ⋅ HAO SUN ⋅ Guangyu Gao,,,,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",ViewSpatial-Bench: Evaluating Multi-perspective Spatial Localization in Vision-Language Models,Dingming Li ⋅ Hongxing Li ⋅ Zixuan Wang ⋅ Yuchen Yan ⋅ Hang Zhang ⋅ Siqi Chen ⋅ Guiyang Hou ⋅ Shengpei Jiang ⋅ Wenqi Zhang ⋅ Jun Xiao ⋅ Weiming Lu ⋅ Yueting Zhuang,https://arxiv.org/abs/2505.21500,,https://zju-real.github.io/ViewSpatial-Page/,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",Visual Spatial Tuning,Rui Yang ⋅ ziyu zhu ⋅ Yanwei Li ⋅ Jingjia Huang ⋅ Shen Yan ⋅ Siyuan Zhou ⋅ Zhe Liu ⋅ Xiangtai Li ⋅ Shuangye Li ⋅ Wenqian Wang ⋅ Yi Lin ⋅ Hengshuang ZHAO,https://arxiv.org/abs/2511.05491,,,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",Vulnerability of Privacy-Preserving Visual Localization against Diffusion-based Attacks,Maxime Pietrantoni ⋅ Torsten Sattler ⋅ Gabriela Csurka,,,,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",WAFT-Stereo: Warping-Alone Field Transforms for Stereo Matching,Yihan Wang ⋅ Jia Deng,https://arxiv.org/abs/2603.24836,https://github.com/princeton-vl/WAFT-Stereo,,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",Warp-free Cross-view Geo-localization via Feature-space Consensus Mining,Zhuo Song ⋅ Lian Xu ⋅ Runqing Jiang ⋅ Kunhong Li ⋅ Yongjian Zhang ⋅ Ye Zhang ⋅ Yulan Guo,https://arxiv.org/abs/2608.09321,,,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",When Cars Have Stereotypes: Auditing Demographic Bias in Objects from Text-to-Image Models,Dasol Choi ⋅ Jihwan Lee ⋅ Minjae Lee ⋅ Minsuk Kahng,https://arxiv.org/abs/2508.03483,,,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",WiFlow: Estimating Optical Flow using WiFi Channel State Information,Thomas Weigel ⋅ Simon Kiefhaber ⋅ Fabian Portner ⋅ Matthias Hollick ⋅ Simone Schaub-Meyer,,,,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose",Zero-shot Depth from Defocus,Yiming Zuo ⋅ Hongyu Wen ⋅ Venkat Subramanian ⋅ Patrick Chen ⋅ Karhan Kayan ⋅ Mario Bijelic ⋅ Felix Heide ⋅ Jia Deng,https://arxiv.org/abs/2603.26658,https://github.com/princeton-vl/FOSSA,https://zedd.cs.princeton.edu,
"3D, Geometry & Imaging","Depth, Geometry, Matching & Camera Pose","ZipDepth: Bringing Lightweight Zero-Shot Monocular Depth Anywhere, on Any Device",Fabio Tosi ⋅ Luca Bartolomei ⋅ Matteo Poggi ⋅ Stefano Mattoccia,https://arxiv.org/abs/2607.08771,https://github.com/fabiotosi92/ZipDepth,https://zipdepth.github.io/,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Adaptive Neural Dynamics for Robust Geometric LiDAR-Inertial State Estimation on UAVs,Sitian Peng ⋅ Rui Wang,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Analytic Bayesian Uncertainty for LiDAR Segmentation: A Single-pass Generative Approach,Hanieh Shojaei Miandashti ⋅ Qianqian Zou ⋅ Claus Brenner,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,BitRIC: Efficient Neural Compression of LiDAR Range Images via Hierarchical Bitplanes,Kang You ⋅ Tong Chen ⋅ Dandan Ding ⋅ M. Salman Asif ⋅ Zhan Ma,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,CascadeProto: Cascaded Cross-Modal Prototype Purification via Entropy-Aware Learning for Few-Shot 3D Point Cloud Segmentation,Changshuo Wang ⋅ Weijun Li ⋅ Fan Mo ⋅ Zhonghang Liu ⋅ Shuting He ⋅ Prayag Tiwari ⋅ Dimitrios Kanoulas,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,DeGuNet: Depth-Guided Ultra-Compact Backbones for Efficient LiDAR-Camera 3D Detection,haifa zhang ⋅ Yijing Wang ⋅ Peixi Peng ⋅ Zhiqiang Zuo,https://arxiv.org/abs/2607.12419,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Delaunay Canopy: Building Wireframe Reconstruction from Airborne LiDAR Point Clouds via Delaunay Graph,Donghyun Kim ⋅ Chanyoung Kim ⋅ YoungJoong Kwon ⋅ Seong Jae Hwang,https://arxiv.org/abs/2604.02497,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,DepWorldSG: Depth-Aware 3D Semantic Scene Graph Generation via World-Model Priors,Seok-Young Kim ⋅ Abdelrahman Elskhawy ⋅ TAEWOOK HA ⋅ Dooyoung Kim ⋅ Eunjae Shin ⋅ Benjamin Busam ⋅ Woontack Woo,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Don’t Starve the Boundaries: Boundary-Constrained Label Propagation for Weakly Supervised 3D Segmentation,Shuwei Wu ⋅ shuo jin ⋅ Zhijin He ⋅ Siyue Yu ⋅ ENG LIM ⋅ Qiufeng Wang ⋅ Jimin Xiao,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,DRS-VPT: Directly Re-localizing in Scenes using a Vision and Point Transformer,Lanke Fu ⋅ Maurice Fallon,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,ESNE: Efficient Surface Normal Estimation for LiDAR Point Clouds with Sequential Modeling and Variability Guidance,Kohei Matsuzaki ⋅ Keisuke Nonaka,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Event-LiDAR: 3D Eventification for Efficient Point Cloud Processing,Masatoshi Murakami ⋅ Eisho Tsuji ⋅ Ken Sakurada,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Ex-Sim(3)-Reg: 2D-3D Correspondence Pruning via Extended Sim(3) Registration,Pei An ⋅ Muyao Peng ⋅ Junfeng Ding ⋅ Jiaqi Yang ⋅ Liangliang Nan,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,G2P: Gaussian-to-Point Attribute Alignment for Boundary-Aware 3D Segmentation,Hojun Song ⋅ Chae-yeong Song ⋅ Jeong-hun Hong ⋅ chaewon moon ⋅ Soo Ye Kim ⋅ Yiyi Liao ⋅ Jaehyup Lee ⋅ Sang-hyo Park,https://arxiv.org/abs/2601.03510,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Graph-GSReg: Leveraging 3D Scene Graphs for Gaussian Splatting Registration,Jaewon Lee ⋅ Mangyu Kong ⋅ Euntai Kim,https://arxiv.org/abs/2606.29782,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,GraphCPD: Coherent Point Drift for Point Cloud Registration via Graph Signal Processing,Yingcheng Lai ⋅ Xingjian Wang ⋅ Li Chai,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,GridFlow: Structured Latent Flow for Seamless City-Scale 3D Point Cloud Generation,Xinyu Wang ⋅ Muhammad Ibrahim ⋅ Atif Mansoor ⋅ Ajmal Mian,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,HHA: Hierarchical Hyperbolic Constraints for Imperceptible Point Cloud Attacks,Keke Tang ⋅ Yu Liao ⋅ Weilong Peng ⋅ Xiaofei Wang ⋅ Daizong Liu ⋅ Zhongyun Hua ⋅ Peican Zhu ⋅ Zhihong Tian,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,InSeg: Interactive Refinement via Intent Propagation for Point Cloud Semantic Segmentation,Yudong Liu ⋅ Yunfei Li ⋅ Ge Gao ⋅ Han Huang ⋅ Ming Gu,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,LeAD-M3D: Leveraging Asymmetric Distillation for Real-Time Monocular 3D Detection,Johannes Meier ⋅ Jonathan Michel ⋅ Oussema Dhaouadi ⋅ Yung-Hsu Yang ⋅ Christoph Reich ⋅ Zuria Bauer ⋅ Stefan Roth ⋅ Marc Pollefeys ⋅ Jacques Kaiser ⋅ Daniel Cremers,https://arxiv.org/abs/2512.05663,,https://deepscenario.github.io/LeAD-M3D/,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Learning 1-Bit LiDAR-based Localization with Auxiliary Objective,Kaijie Yin ⋅ Zhiyuan Zhang ⋅ Tian Gao ⋅ Wentao Zhu ⋅ Cheng-zhong Xu ⋅ Hui Kong,https://arxiv.org/abs/2606.27729,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Learning Manifolds in High-D Point Embedding for Anisotropic Surface Approximation from Unstructured Point Clouds,Hongbo Li ⋅ Haikuan Zhu ⋅ Xiaohu Guo ⋅ Wenping Wang ⋅ Jing Hua ⋅ Zichun Zhong,https://arxiv.org/abs/2607.28855,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Learning to Suppress SPAD-based LiDAR Flare,Xuanya Zhu ⋅ Linghao Shen,https://arxiv.org/abs/2607.03247,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Learning to Tessellate: Point Cloud Generation via Recursive Spectral Partitioning,Monan Sun ⋅ Bangzhen Liu ⋅ Huaidong Zhang ⋅ Shengfeng He,https://arxiv.org/abs/2608.02432,https://huggingface.co/Mo-nan/PointRSP,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,LESV:Language Embedded Sparse Voxel Fusion for Open-Vocabulary 3D Scene Understanding,Fusang WANG ⋅ Nathan Piasco ⋅ Moussab Bennehar ⋅ Luis G Roldao Jimenez ⋅ Dzmitry Tsishkou ⋅ Fabien Moutarde,https://arxiv.org/abs/2604.01388,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Markov-Renewal Single-Photon LiDAR Simulator,Weijian Zhang ⋅ PRATEEK CHENNURI ⋅ Hashan Weerasooriya ⋅ Bole Ma ⋅ Stanley Chan,https://arxiv.org/abs/2512.04924,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,MASS: Motion-Aligned Selective Scan for Flow-Based Video Frame Interpolation,Jun-Sang YOO ⋅ Seung-Won Jung,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Memory Tree Guided Key Frame Querying for Efficient 3D Question Answering,Hsiang-Wei Huang ⋅ Fu-Chen Chen ⋅ Li-Wu Tsao ⋅ Cheng-Han Lee ⋅ Che-Chun Su ⋅ Lu Xia ⋅ Ronghui Peng ⋅ Jenq-Neng Hwang ⋅ Min Sun ⋅ Cheng-Hao Kuo,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,NegROI: Click-Centric Uncertainty-Guided Refinement with Scene-Conditioned Negative Prompts for Robust Interactive 3D Segmentation,shuheng zhang ⋅ Feng Wu,https://arxiv.org/abs/2607.05955,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,NoPA: Non-Parametric Online 3D Scene Graph Generation,Qi Xun Yeo ⋅ Seungjun Lee ⋅ Yan Li ⋅ Gim Hee Lee,https://arxiv.org/abs/2607.00529,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,OCA: ODE-Driven Cross-Attention for Image-to-Point-Cloud Registration,Pei An ⋅ Jiaqi Yang ⋅ Yulong Wang ⋅ Quan Siwen ⋅ Liangliang Nan,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,PGCR: Pose–Geometry Coupled Reasoning for Image-to-Point Cloud Registration,Xinjun Li ⋅ Wenfei Yang ⋅ Yihan Chen ⋅ Zhixin Cheng ⋅ Shifeng Zhang ⋅ Xu Zhou ⋅ Tianzhu Zhang,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,PrintAnything: Learning Geometric Plan Map for 3D Printing G-code Generation from Unoriented Point Clouds,Sangmin Hong ⋅ Daniel Sungho Jung ⋅ Heewon Kim ⋅ Kyoung Mu Lee,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Progressive and Localized Super-Resolution of 3D Objects via Localized Latent Voxel Diffusion,Yuxin Liu ⋅ Minshan Xie ⋅ Jiawen Liang ⋅ Runsong Zhu ⋅ Chi-Wing Fu ⋅ Tien-Tsin Wong,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,PUF: Plug-and-Play Uncertainty-Aware Fusion for Online 3D Scene Graph Generation,Yi Yang ⋅ Myrna Castillo Silva ⋅ Bodo Rosenhahn ⋅ Michael Yang,https://arxiv.org/abs/2607.07170,https://github.com/yyyyangyi/PUF,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,RadarGen: Automotive Radar Point Cloud Generation from Cameras,Tomer Borreda ⋅ Fangqiang Ding ⋅ Sanja Fidler ⋅ Shengyu Huang ⋅ Or Litany,https://arxiv.org/abs/2512.17897,,https://radargen.github.io/,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,RAG-3DSG: Enhancing 3D Scene Graphs with Re-Shot Guided Retrieval-Augmented Generation,Yue Chang ⋅ Rufeng Chen ⋅ Zhaofan ZHANG ⋅ Yi Chen ⋅ Yifan Tian ⋅ Sihong Xie,https://arxiv.org/abs/2601.10168,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,RBE-Flow:Recurrent Bayesian Estimation on Feature Manifolds for Cross-Modal Registration,Mengzhu Ding ⋅ Xin Song ⋅ Xiaoke Ding ⋅ Hongwei Ding ⋅ Xuecong Liu,https://arxiv.org/abs/2606.30492,https://github.com/NEU-Liuxuecong/RBE-Flow,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,ReCamDriving: LiDAR-Free Camera-Controlled Video Synthesis for Novel Trajectories,Yaokun li ⋅ Shuaixian Wang ⋅ Mantang GUO ⋅ Jiehui Huang ⋅ Taojun Ding ⋅ Mu Hu ⋅ Kaixuan Wang ⋅ Shaojie Shen ⋅ Guang Tan,https://arxiv.org/abs/2512.03621,,https://recamdriving.github.io/,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,RECO: Region-Aware Compensation for Extrinsic Perturbations in Roadside 3D Detection,Junsheng Du ⋅ Yuhuan Lu ⋅ Zhaocheng He,https://arxiv.org/abs/2607.20947,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,RegHead: Non-Humanoid Head Blendshapes via Feed-Forward Registration,Jiahao Luo ⋅ Hao Zhang ⋅ Jianqi Chen ⋅ Yijie He ⋅ Jiaxu Zou ⋅ Michael Vasilkovsky ⋅ Sergei Korolev ⋅ Sergey Tulyakov ⋅ Chaoyang Wang ⋅ Peter Wonka ⋅ James Davis ⋅ Jian Wang,https://arxiv.org/abs/2607.12206,,https://snap-research.github.io/RegHead/,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Register Any Point: Scaling 3D Point Cloud Registration by Flow Matching,Yue Pan ⋅ Tao Sun ⋅ Liyuan Zhu ⋅ Lucas Nunes ⋅ Iro Armeni ⋅ Jens Behley ⋅ Cyrill Stachniss,https://arxiv.org/abs/2512.01850,https://github.com/PRBonn/RAP,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,RePL: Pseudo-label Refinement for Semi-supervised LiDAR Semantic Segmentation,Donghyeon Kwon ⋅ Taegyu Park ⋅ Suha Kwak,https://arxiv.org/abs/2604.06825,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,SHReg: Strictly Rotation-Equivariant Point Cloud Registration via Spherical Harmonics,Chongjian Wang ⋅ Junjie Gao,https://arxiv.org/abs/2607.23096,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Structured SIR: Efficient and Expressive Importance-Weighted Inference for High-Dimensional Image Registration,Ivor Simpson ⋅ Neill Campbell,https://arxiv.org/abs/2603.17415,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,SuperFlex: Deformable Superquadrics for Point Cloud Decomposition,Gabriel Tavernini ⋅ Elisabetta Fedele ⋅ Tiago Novello ⋅ Leonidas Guibas ⋅ Marc Pollefeys ⋅ Francis Engelmann,https://arxiv.org/abs/2607.01015,,https://superflex3d.github.io,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,SV-TAD: Native Sparse Convolutions for Efficient Temporal Action Detection,Ricardo Ignacio Pizarro Carreño ⋅ Roberto Valle ⋅ José Buenaposada ⋅ Luis M. Bergasa ⋅ Luis Baumela,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,SynFlow: Scaling Up LiDAR Scene Flow Estimation with Synthetic Data,Qingwen Zhang ⋅ Xiaomeng Zhu ⋅ ChenHan Jiang ⋅ Patric Jensfelt,https://arxiv.org/abs/2604.09411,,https://kin-zhang.github.io/SynFlow,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Think While You Map: Asynchronous Vision-Language Agents for Incremental 3D Scene Graphs,Deniz Bickici ⋅ Michael Pabst ⋅ Shohei Mori ⋅ Dieter Schmalstieg,https://arxiv.org/abs/2606.31471,,https://denizbickici.github.io/thinkgraphs/,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Towards Practical Lossless Neural Compression for LiDAR Point Clouds,pengpeng yu ⋅ Haoran Li ⋅ Runqing Jiang ⋅ Dingquan Li ⋅ Jing Wang ⋅ Liang Lin ⋅ Yulan Guo,https://arxiv.org/abs/2603.25260,https://github.com/pengpeng-yu/FastPCC,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Tri-Efficient Transfer Learning for Point Cloud Videos,Yiding Sun ⋅ Dongxu Zhang ⋅ Jihua Zhu ⋅ Haozhe Cheng ⋅ Zhengqiao Li ⋅ Pengcheng Li ⋅ Chaowei Fang ⋅ Yonghao Dong ⋅ Lin Chen,https://arxiv.org/abs/2606.24175,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Two-Parameter Flow Map Learning for Continuous-Time Diffeomorphic Image Registration,Mohammadjavad Matinkia ⋅ Nilanjan Ray,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Uncertainty-Driven Gaussian Sphere Propagation for 3D Semantic Segmentation,Zhicheng Yan ⋅ Qingyong Li ⋅ Yixiao Song ⋅ Wen Wang,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,Unsupervised Point Cloud Registration via Training-Time Semantic Guidance,Kezheng Xiong ⋅ Shiyun Xu ⋅ Sheng Ao ⋅ Siqi Shen ⋅ Cheng Wang ⋅ Chenglu Wen,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,VoxAnchor: Explicit Voxel-Semantic Grounding for Spatial Understanding in Videos,Xinglin Li ⋅ TingTing Long ⋅ Jingzhi Zhou ⋅ Chuxuan Zeng ⋅ Jiajing Chen ⋅ Jian Yang ⋅ Jin Xie,,,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,When the City Teaches the Car: Label-Free 3D Perception from Infrastructure,ZHEN XU ⋅ Jinsu Yoo ⋅ Cristian Bautista ⋅ Zanming Huang ⋅ Tai-Yu Pan ⋅ Zhenzhen Liu ⋅ Katie Luo ⋅ Mark Campbell ⋅ Bharath Hariharan ⋅ Wei-Lun Chao,https://arxiv.org/abs/2603.16742,,https://jinsuyoo.info/civet/,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,White Aggregation and Restoration for Few-shot 3D Point Cloud Semantic Segmentation,Jiyun Im ⋅ SuBeen Lee ⋅ Miso Lee ⋅ Jae-Pil Heo,https://arxiv.org/abs/2509.13907,https://github.com/JiyunIm00/WARM.git,,
"3D, Geometry & Imaging",Point Cloud & 3D Perception,XPos3R: Cross-Modal Transformer for Intraoperative 2D/3D Registration,Shiyan Su ⋅ Ruyi Zha ⋅ HONGDONG LI ⋅ Xuelian Cheng ⋅ Zongyuan Ge,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,340 FPS Reflection-free Video from Spikes Modulated by a Rapidly Rotating Polarizer,Lishuai Huang ⋅ Yeliduosi Xiaokaiti ⋅ Youwei Lyu ⋅ Langyue Chang ⋅ Boxin Shi ⋅ Shikui Wei ⋅ Yao Zhao ⋅ Meng Jian ⋅ Yashen Wang ⋅ Yakun Chang,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,Broadband Wide Field of View Imaging with Computational Mirrors,Vishwanath Saragadam ⋅ Niki Nezakati ⋅ Amit Roy-Chowdhury ⋅ Vivek Boominathan,https://arxiv.org/abs/2605.00029,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,CLDefocus: Physically Grounded Compound-Lens Defocus Blur Synthesis,Yunkyu Lee ⋅ Woohyeok Kim ⋅ Sunghyun Cho,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,D3F-IR: Dual-Domain Deterministic Flow Matching for Visible-to-Infrared Translation,Peiyi Zeng ⋅ Diedong Feng ⋅ Zhen Liu ⋅ Zhenming Peng ⋅ Bing Zeng ⋅ Shuaicheng Liu,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,Degradation-Robust and Temporally Consistent Infrared–Visible Video Fusion via One-step Diffusion Framework,Songcheng Du ⋅ HaoYuan Xu ⋅ Xingyuan Li ⋅ Yang Zou ⋅ Jinyuan Liu ⋅ YUNPENG BAI ⋅ Ying Li,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,DualResPS: Dual-Resolution Photometric Stereo Using a Frame-Event Hybrid Camera,Haotian Zhuang ⋅ Bohan Yu ⋅ Zhuofeng Wang ⋅ Boxin Shi,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,E-VLA: Event-Augmented Vision-Language-Action Model for Dark and Blurred Scenes,Jiajun Zhai ⋅ Hao Shi ⋅ Shangwei Guo ⋅ Kailun Yang ⋅ Kaiwei Wang,https://arxiv.org/abs/2604.04834,https://github.com/JJayzee/E-VLA,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,EvDiff: High Quality Video with an Event Camera,Weilun Li ⋅ Lei Sun ⋅ Ruixi Gao ⋅ Qi Jiang ⋅ Yuqin Ma ⋅ Kaiwei Wang ⋅ Ming-Hsuan Yang ⋅ Luc Van Gool ⋅ Danda Paudel,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,EVEE: Event-Based Online Adaptation for Matching on Unknown Targets,Zejing Zhao ⋅ Cheng Ju ⋅ Yanwen Zhang ⋅ Akio NAMIKI,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,Event-based Sparse-view Background-Oriented Schlieren Tomography,Xinyu Zhou ⋅ Shihao Hu ⋅ Peiqi Duan ⋅ Chao Xu ⋅ Boxin Shi,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,EventSpecPS: Photometric Stereo with Multispectral Reflectance Using an Event Camera,Jingqian Wu ⋅ Bohan Yu ⋅ Jun Hoong Chan ⋅ Edmund Lam ⋅ Boxin Shi,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,EVKit: An Open-source Flexible Toolkit for Efficient Event Camera Data Storage and Loading,Yilun Wu ⋅ Guido De Croon,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,From Noise to Events: Conditional Diffusion for Event Data Augmentation,Ruofei Wang ⋅ Ziyuan Luo ⋅ Peiqi Duan ⋅ Xiufeng HUANG ⋅ Boxin Shi ⋅ Renjie Wan,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,"Hybrid Event–Frame Sensors: Modeling, Calibration, and Simulation",yunfan lu ⋅ Nico Messikommer ⋅ Xiaogang Xu ⋅ Liming Chen ⋅ Yuhan Chen ⋅ Nikola Zubic ⋅ Davide Scaramuzza ⋅ Hui Xiong,https://arxiv.org/abs/2511.18037,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,MAVFusion: Efficient Infrared and Visible Video Fusion via Motion-Aware Sparse Interaction,Xilai Li ⋅ Weijun Jiang ⋅ Xiaosong Li ⋅ Yang Liu ⋅ Hongbin Wang ⋅ Tao Ye ⋅ Huafeng Li ⋅ Haishu Tan,https://arxiv.org/abs/2604.01958,https://github.com/ixilai/MAVFusion,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,NeLU3D: Neural Inverse Structured Light without Modeling the Projector,Giancarlo Pereira ⋅ David Fouhey ⋅ Claudio Silva ⋅ Daniele Panozzo,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,Physics-Guided Deep Learning for Linear Mueller Matrix Acquisition,Yuan Liang ⋅ Shaoli Liu ⋅ Jiachun Huang,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,Pol-CACTI: A System and dataset forHigh-Speed Polarized Video Compressive Imaging,Yunfeng Song ⋅ Yidong Luo ⋅ Ping Wang ⋅ xingjian jiang ⋅ Xin Yuan,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,Poppy: Polarization-Based Plug-and-Play Guidance for Enhancing Surface Normal Estimation,Irene Kim ⋅ Sai Tanmay Reddy Chakkera ⋅ Alexandros Graikos ⋅ Dimitris Samaras ⋅ Akshat Dave,https://arxiv.org/abs/2603.27891,,https://irnkim.github.io/poppy/,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,Provable and Robust Wavefront Sensing via Self-Reference Interferometry,Nebiyou Yismaw ⋅ Vishwanath Saragadam ⋅ Aswin C. Sankaranarayanan ⋅ M. Salman Asif,https://arxiv.org/abs/2604.03564,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,REALM: An RGB and Event Aligned Latent Manifold for Cross-Modal Perception,Vincenzo Polizzi ⋅ David Lindell ⋅ Jonathan Kelly,,,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,Rethinking IRSTD: Single-Point Supervision Guided Encoder-only Framework is Enough for Infrared Small Target Detection,Rixiang Ni ⋅ Boyang Li ⋅ Chen Jun ⋅ Zhijie Chen ⋅ Feiyu Ren ⋅ Yuji Wang ⋅ Haoyang Yuan ⋅ Wujiao He ⋅ Wei An,https://arxiv.org/abs/2604.05363,https://github.com/NIRIXIANG/SPIRE-IRSTD,,
"3D, Geometry & Imaging",Computational Imaging & Novel Sensors,SAFER-Activities: A Dataset for Smart Assessment of Fall Events and Routine Activities,Diwas Lamsal ⋅ Pramod Wickramatilake ⋅ Jednipat Moonrinta ⋅ Mongkol Ekpanyapong ⋅ Matthew Dailey,,,,
